# s_m; t_s; v_mps; beta_rad; omega_z_radps; n_m; xi_rad
0.0; 0.000; 31.58; 0.00000; 0.00002; -0.64901; 0.00599
3.0; 0.095; 31.62; 0.00000; 0.00002; -0.63105; 0.00598
6.0; 0.190; 31.65; 0.00000; 0.00001; -0.61312; 0.00597
9.0; 0.285; 31.68; 0.00000; 0.00001; -0.59521; 0.00596
12.0; 0.379; 31.71; 0.00000; 0.00001; -0.57733; 0.00596
15.0; 0.474; 31.74; 0.00000; 0.00001; -0.55948; 0.00595
18.0; 0.568; 31.77; 0.00000; 0.00001; -0.54166; 0.00594
21.0; 0.663; 31.80; 0.00000; 0.00001; -0.52386; 0.00593
24.0; 0.757; 31.83; 0.00000; 0.00001; -0.50610; 0.00592
27.0; 0.851; 31.86; 0.00000; 0.00001; -0.48837; 0.00590
30.0; 0.945; 31.89; 0.00000; 0.00001; -0.47067; 0.00589
33.0; 1.039; 31.91; 0.00000; 0.00001; -0.45301; 0.00588
36.0; 1.133; 31.94; 0.00000; 0.00001; -0.43538; 0.00587
39.0; 1.227; 31.97; 0.00000; 0.00001; -0.41779; 0.00586
42.0; 1.321; 32.00; 0.00000; 0.00001; -0.40023; 0.00584
45.0; 1.415; 32.03; 0.00000; 0.00001; -0.38272; 0.00583
48.0; 1.508; 32.06; 0.00000; 0.00001; -0.36524; 0.00582
51.0; 1.602; 32.09; 0.00000; 0.00001; -0.34781; 0.00580
54.0; 1.695; 32.11; 0.00000; 0.00001; -0.33042; 0.00579
57.0; 1.789; 32.14; 0.00000; 0.00001; -0.31307; 0.00578
60.0; 1.882; 32.17; 0.00000; 0.00001; -0.29577; 0.00576
63.0; 1.975; 32.20; 0.00000; 0.00001; -0.27851; 0.00575
66.0; 2.068; 32.22; 0.00000; 0.00001; -0.26130; 0.00573
69.0; 2.161; 32.25; 0.00000; 0.00001; -0.24413; 0.00571
72.0; 2.254; 32.28; 0.00000; 0.00000; -0.22701; 0.00570
75.0; 2.347; 32.31; 0.00000; 0.00000; -0.20995; 0.00568
78.0; 2.440; 32.33; 0.00000; 0.00000; -0.19293; 0.00566
81.0; 2.533; 32.36; 0.00000; 0.00000; -0.17597; 0.00565
84.0; 2.626; 32.39; 0.00000; 0.00000; -0.15906; 0.00563
87.0; 2.718; 32.41; 0.00000; 0.00000; -0.14220; 0.00561
90.0; 2.811; 32.44; 0.00000; 0.00000; -0.12540; 0.00559
93.0; 2.903; 32.47; 0.00000; 0.00000; -0.10865; 0.00557
96.0; 2.995; 32.49; 0.00000; 0.00000; -0.09196; 0.00555
99.0; 3.088; 32.52; 0.00000; 0.00000; -0.07533; 0.00553
102.0; 3.180; 32.54; 0.00000; 0.00000; -0.05875; 0.00551
105.0; 3.272; 32.57; 0.00000; 0.00000; -0.04224; 0.00549
108.0; 3.364; 32.59; 0.00000; 0.00000; -0.02579; 0.00547
111.0; 3.456; 32.62; 0.00000; 0.00000; -0.00940; 0.00545
114.0; 3.548; 32.64; 0.00000; 0.00000; 0.00693; 0.00543
117.0; 3.640; 32.67; 0.00000; 0.00000; 0.02319; 0.00541
120.0; 3.732; 32.69; 0.00000; 0.00000; 0.03939; 0.00539
123.0; 3.824; 32.72; 0.00000; 0.00000; 0.05552; 0.00537
126.0; 3.915; 32.74; 0.00000; 0.00000; 0.07159; 0.00534
129.0; 4.007; 32.77; 0.00000; 0.00000; 0.08758; 0.00532
132.0; 4.098; 32.79; 0.00000; 0.00000; 0.10351; 0.00530
135.0; 4.190; 32.82; 0.00000; 0.00000; 0.11937; 0.00527
138.0; 4.281; 32.84; 0.00000; 0.00000; 0.13515; 0.00525
141.0; 4.372; 32.86; 0.00000; 0.00000; 0.15087; 0.00523
144.0; 4.464; 32.89; 0.00000; 0.00000; 0.16651; 0.00520
147.0; 4.555; 32.91; 0.00000; 0.00000; 0.18208; 0.00518
150.0; 4.646; 32.94; 0.00000; 0.00000; 0.19757; 0.00515
153.0; 4.737; 32.96; 0.00000; 0.00000; 0.21298; 0.00513
156.0; 4.828; 32.98; 0.00000; 0.00000; 0.22832; 0.00510
159.0; 4.919; 33.01; 0.00000; 0.00000; 0.24358; 0.00507
162.0; 5.010; 33.03; 0.00000; 0.00000; 0.25876; 0.00505
165.0; 5.101; 33.05; 0.00000; 0.00000; 0.27386; 0.00502
168.0; 5.191; 33.08; 0.00000; 0.00000; 0.28888; 0.00499
171.0; 5.282; 33.10; 0.00000; 0.00000; 0.30382; 0.00497
174.0; 5.373; 33.12; 0.00000; 0.00000; 0.31867; 0.00494
177.0; 5.463; 33.14; 0.00000; 0.00000; 0.33344; 0.00491
180.0; 5.554; 33.17; 0.00000; 0.00000; 0.34813; 0.00488
183.0; 5.644; 33.19; 0.00000; 0.00000; 0.36273; 0.00485
186.0; 5.734; 33.21; 0.00000; 0.00000; 0.37724; 0.00482
189.0; 5.825; 33.23; 0.00000; 0.00000; 0.39166; 0.00479
192.0; 5.915; 33.25; 0.00000; 0.00000; 0.40600; 0.00476
195.0; 6.005; 33.28; 0.00000; 0.00000; 0.42024; 0.00473
198.0; 6.095; 33.30; 0.00000; 0.00000; 0.43439; 0.00470
201.0; 6.185; 33.32; 0.00000; 0.00000; 0.44846; 0.00467
204.0; 6.275; 33.34; 0.00000; 0.00000; 0.46242; 0.00464
207.0; 6.365; 33.36; 0.00000; 0.00000; 0.47630; 0.00461
210.0; 6.455; 33.38; 0.00000; 0.00000; 0.49008; 0.00458
213.0; 6.545; 33.40; 0.00000; 0.00000; 0.50376; 0.00455
216.0; 6.635; 33.43; 0.00000; 0.00000; 0.51735; 0.00451
219.0; 6.725; 33.45; 0.00000; 0.00000; 0.53084; 0.00448
222.0; 6.814; 33.47; 0.00000; 0.00000; 0.54423; 0.00445
225.0; 6.904; 33.49; 0.00000; 0.00000; 0.55752; 0.00441
228.0; 6.993; 33.51; 0.00000; 0.00000; 0.57071; 0.00438
231.0; 7.083; 33.53; 0.00000; 0.00000; 0.58380; 0.00435
234.0; 7.172; 33.55; 0.00000; 0.00000; 0.59678; 0.00431
237.0; 7.262; 33.57; 0.00000; 0.00000; 0.60966; 0.00428
240.0; 7.351; 33.59; 0.00000; 0.00000; 0.62244; 0.00424
243.0; 7.440; 33.61; 0.00000; 0.00000; 0.63511; 0.00421
246.0; 7.530; 33.63; 0.00000; 0.00000; 0.64768; 0.00417
249.0; 7.619; 33.65; 0.00000; 0.00000; 0.66014; 0.00413
252.0; 7.708; 33.67; 0.00000; 0.00000; 0.67249; 0.00410
255.0; 7.797; 33.69; 0.00000; 0.00000; 0.68473; 0.00406
258.0; 7.886; 33.71; 0.00000; 0.00000; 0.69686; 0.00402
261.0; 7.975; 33.73; 0.00000; 0.00000; 0.70887; 0.00399
264.0; 8.064; 33.75; 0.00000; 0.00000; 0.72078; 0.00395
267.0; 8.153; 33.77; 0.00000; 0.00001; 0.73258; 0.00391
270.0; 8.242; 33.79; 0.00000; 0.00001; 0.74426; 0.00387
273.0; 8.330; 33.80; 0.00000; 0.00001; 0.75582; 0.00384
276.0; 8.419; 33.82; 0.00000; 0.00001; 0.76727; 0.00380
279.0; 8.508; 33.84; 0.00000; 0.00001; 0.77860; 0.00376
282.0; 8.596; 33.86; 0.00000; 0.00001; 0.78982; 0.00372
285.0; 8.685; 33.88; 0.00000; 0.00001; 0.80092; 0.00368
288.0; 8.774; 33.90; 0.00000; 0.00001; 0.81190; 0.00364
291.0; 8.862; 33.92; 0.00000; 0.00001; 0.82275; 0.00360
294.0; 8.950; 33.94; 0.00000; 0.00001; 0.83349; 0.00356
297.0; 9.039; 33.95; 0.00000; 0.00001; 0.84411; 0.00352
300.0; 9.127; 33.97; 0.00000; 0.00001; 0.85460; 0.00348
303.0; 9.215; 33.99; 0.00000; 0.00001; 0.86497; 0.00344
306.0; 9.304; 34.01; 0.00000; 0.00001; 0.87521; 0.00339
309.0; 9.392; 34.03; 0.00000; 0.00001; 0.88533; 0.00335
312.0; 9.480; 34.04; 0.00000; 0.00001; 0.89533; 0.00331
315.0; 9.568; 34.06; 0.00000; 0.00001; 0.90519; 0.00327
318.0; 9.656; 34.08; 0.00000; 0.00002; 0.91493; 0.00323
321.0; 9.744; 34.10; 0.00000; 0.00002; 0.92455; 0.00318
324.0; 9.832; 34.11; 0.00000; 0.00002; 0.93403; 0.00314
327.0; 9.920; 34.13; 0.00000; 0.00002; 0.94338; 0.00310
330.0; 10.008; 34.15; 0.00000; 0.00002; 0.95261; 0.00305
333.0; 10.096; 34.17; 0.00000; 0.00002; 0.96170; 0.00301
336.0; 10.184; 34.18; 0.00000; 0.00002; 0.97066; 0.00297
339.0; 10.271; 34.20; 0.00000; 0.00002; 0.97950; 0.00292
342.0; 10.359; 34.22; 0.00000; 0.00003; 0.98819; 0.00288
345.0; 10.447; 34.23; -0.00000; 0.00003; 0.99676; 0.00283
348.0; 10.534; 34.25; -0.00000; 0.00003; 1.00519; 0.00279
351.0; 10.622; 34.27; -0.00000; 0.00003; 1.01349; 0.00274
354.0; 10.709; 34.28; -0.00000; 0.00004; 1.02165; 0.00270
357.0; 10.797; 34.30; -0.00000; 0.00004; 1.02968; 0.00265
360.0; 10.884; 34.32; -0.00000; 0.00004; 1.03758; 0.00261
363.0; 10.972; 34.33; -0.00000; 0.00005; 1.04535; 0.00257
366.0; 11.059; 34.35; -0.00000; 0.00005; 1.05304; 0.00255
369.0; 11.146; 34.36; -0.00000; 0.00005; 1.06069; 0.00255
372.0; 11.234; 34.38; -0.00000; 0.00006; 1.06839; 0.00258
375.0; 11.321; 34.40; -0.00000; 0.00006; 1.07620; 0.00263
378.0; 11.408; 34.41; -0.00000; 0.00007; 1.08422; 0.00271
381.0; 11.495; 34.43; -0.00000; 0.00008; 1.09252; 0.00282
384.0; 11.582; 34.44; -0.00000; 0.00008; 1.10117; 0.00295
